ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"178.132.4.53","elite","AS49981","NL","WorldStream B.V.","15","Worldstream","443","socks4","918","1","2023-02-24T17:08:16.164Z","100","1117","1119"
"104.255.170.68","elite","AS397373","US","H4Y Technologies LLC","154","N/A","50109","socks5","183","1","2023-02-24T17:08:16.747Z","100","1084","1086"
"184.178.172.13","elite","AS22773","US","Cox Communications Inc.","152","Cox Communications Inc.","15311","socks5","135","1","2023-02-24T17:08:16.966Z","100","1004","1005"
"104.19.171.188","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","192","1","2023-02-24T17:08:16.532Z","100","1011","1011"
"116.162.157.253","elite","AS4837","CN","China Unicom CHINA169 Network","277","N/A","4145","socks4","1029","1","2023-02-24T17:08:16.801Z","99","1114","1121"
"105.213.75.250","elite","AS16637","ZA","MTN SA","176","MTN SA","5678","socks4","926","1","2023-02-24T17:08:16.440Z","96","1013","1054"
"197.234.13.34","elite","AS36902","SC","Intelvision","167","Intelvision Ltd","4145","socks4","891","1","2023-02-24T17:08:16.441Z","100","1114","1119"
"75.119.197.166","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","19821","socks5","139","1","2023-02-24T17:08:16.171Z","100","1117","1120"
"74.207.251.162","elite","AS63949","US","Akamai Technologies, Inc.","144","Linode","62322","socks5","870","1","2023-02-24T17:08:16.168Z","92","954","1032"
"200.19.159.34","elite","AS1916","BR","Rede Nacional de Ensino e Pesquisa","215","Associa��o Rede Nacional de Ensino e Pesquisa","3128","socks4","509","1","2023-02-24T17:08:16.814Z","100","1074","1078"
"185.6.10.137","elite","AS12552","SE","GlobalConnect AB","38","Internet Vikings International AB","62458","socks4","1046","1","2023-02-24T17:08:16.798Z","100","1014","1015"
"182.253.154.72","elite","AS17451","ID","BIZNET","174","N/A","4145","socks4","1019","1","2023-02-24T17:08:16.801Z","100","1089","1093"
"181.12.80.2","elite","AS7303","AR","Telecom Argentina S.A.","225","Telecom Personal Bs","12000","socks4","474","1","2023-02-24T17:08:16.049Z","99","1114","1120"
"105.213.107.102","elite","AS16637","ZA","MTN SA","185","MTN SA","5678","socks4","850","1","2023-02-24T17:08:15.827Z","95","1030","1085"
"106.14.207.142","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","205","Aliyun Computing Co., LTD","8081","socks5","482","1","2023-02-24T17:08:15.831Z","75","820","1088"
"46.227.37.137","elite","AS51155","PL","Telemedian - TB Telecom","38","Telemedian","1088","socks4","1040","1","2023-02-24T17:08:15.581Z","98","1067","1085"
"14.225.254.128","elite","AS135905","VN","Vietnam Posts and Telecommunications Group","257","VNPT","5555","socks5","346","1","2023-02-24T17:08:15.955Z","70","715","1016"
"45.118.145.52","elite","AS131414","VN","LVSOFT","206","N/A","10308","socks5","1014","1","2023-02-24T17:08:15.654Z","99","1106","1121"
"213.145.139.202","elite","AS12997","KG","KTNET","232","N/A","5678","socks4","916","1","2023-02-24T17:08:15.405Z","93","1032","1114"
"38.127.172.128","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","12697","socks4","171","1","2023-02-24T17:08:15.833Z","100","1060","1062"
"101.201.234.244","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","175","Aliyun Computing Co., LTD","9999","socks4","432","1","2023-02-24T17:08:15.958Z","96","965","1001"
"14.161.25.229","elite","AS45899","VN","VNPT","223","Vietnam Posts and Telecommunications Group","5678","socks4","900","1","2023-02-24T17:08:15.164Z","95","1014","1067"
"119.29.84.133","elite","AS45090","HK","Shenzhen Tencent Computer Systems Company Limited","221","Tencent cloud computing (Beijing) Co., Ltd.","20806","socks5","490","1","2023-02-24T17:08:15.790Z","94","1025","1096"
"104.21.223.181","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","355","1","2023-02-24T17:08:15.745Z","100","1035","1036"
"172.67.3.108","elite","AS13335","US","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","1069","1","2023-02-24T17:08:15.422Z","100","999","999"
"103.117.192.14","elite","AS137967","BD","DigiCon Telecommunication Ltd","194","DigiCon Telecommunication Ltd","80","http","925","506","2023-02-24T17:08:15.756Z","99","1019","1026"
"41.223.234.116","elite","AS37008","BF","Alink Telecom Faso v","118","N/A","37259","socks4","873","1","2023-02-24T17:08:15.419Z","98","1027","1046"
"112.86.116.31","elite","AS4837","CN","China Unicom CHINA169 Jiangsu Province Network","209","N/A","1080","socks5","816","1","2023-02-24T17:08:15.758Z","45","478","1054"
"68.183.88.14","elite","AS14061","IN","DigitalOcean, LLC","210","DigitalOcean, LLC","7497","socks5","260","1","2023-02-24T17:08:15.888Z","84","934","1109"
"166.62.59.87","elite","AS26496","US","GoDaddy.com, LLC","139","GoDaddy.com, LLC","32077","socks4","809","1","2023-02-24T17:08:15.719Z","100","1059","1059"
"31.206.38.40","elite","AS15924","TR","Vodafone NET Iletisim Hizmetleri Anonim Sirketi","78","Vfnet Data Support","37630","socks4","943","1","2023-02-24T17:08:15.403Z","100","1118","1120"
"181.115.232.158","elite","AS6568","BO","Entel S.A. - EntelNet","196","Entel S.A. - EntelNet","4153","socks4","452","1","2023-02-24T17:08:15.957Z","90","1011","1118"
"91.226.51.200","elite","AS49785","PL","P.P.H.U AWIST","65","P.P.H.U AWIST","4145","socks4","833","1","2023-02-24T17:08:15.716Z","97","1087","1121"
"105.213.117.42","elite","AS16637","ZA","MTN SA","189","MTN SA","5678","socks4","773","1","2023-02-24T17:08:15.148Z","98","1051","1072"
"79.124.23.9","elite","AS57344","BG","Telehouse EAD","36","Rokada","4153","socks4","954","1","2023-02-24T17:08:14.774Z","100","1119","1119"
"211.201.161.125","elite","AS9318","KR","SK Broadband Co Ltd","255","broadNnet","1080","socks4","994","1","2023-02-24T17:08:14.145Z","100","1018","1021"
"54.36.183.52","elite","AS16276","FR","OVH SAS","5","OVH","9173","socks5","474","1","2023-02-24T17:08:14.422Z","100","1000","1000"
"58.18.43.34","elite","AS4837","CN","CNC Group CHINA169 Neimeng Province Network","301","N/A","10800","socks4","1010","1","2023-02-24T17:08:14.439Z","99","1056","1067"
"43.153.30.185","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","148","Tencent Cloud Computing","443","socks5","931","1","2023-02-24T17:08:14.455Z","87","931","1074"
"46.98.198.10","elite","AS15377","UA","ISP \"Fregat\"","57","ISP \"Fregat\" Ltd.","5678","socks4","1020","1","2023-02-24T17:08:14.144Z","73","772","1062"
"5.161.109.187","elite","AS213230","US","Hetzner Online GmbH","79","HETZNER-DC","30153","socks4","887","1","2023-02-24T17:08:14.148Z","87","911","1045"
"66.98.0.107","elite","AS6400","DO","Compañía Dominicana de Teléfonos S. A.","140","Embajada De Qatar","4673","socks4","586","1","2023-02-24T17:08:14.759Z","100","1029","1030"
"188.165.255.116","anonymous","AS16276","FR","OVH SAS","4","OVH ISP","3128","http","1031","577","2023-02-24T17:08:14.456Z","100","1024","1024"
"142.93.143.192","elite","AS14061","NL","DigitalOcean, LLC","14","DigitalOcean, LLC","60096","socks4","944","1","2023-02-24T17:08:14.780Z","100","1082","1087"
"190.216.56.1","elite","AS265758","AR","Cooperativa De Obras Y Servicios Publicos De Despenaderos Limitada","239","Level 3 Argentina S.A","4153","socks4","977","1","2023-02-24T17:08:14.438Z","100","1115","1120"
"12.187.55.1","elite","AS7018","US","AT&T Services, Inc.","127","Acc-crystal Broadband Network","39593","socks4","788","1","2023-02-24T17:08:13.574Z","97","1082","1121"
"185.32.47.105","elite","AS200154","AZ","Izone LLC","83","IZONE Broadband Services","4153","socks4","997","1","2023-02-24T17:08:13.278Z","100","1010","1010"
"182.53.96.56","elite","AS23969","TH","TOT Public Company Limited","156","TOT Public Company Limited","4145","socks4","779","1","2023-02-24T17:08:13.574Z","100","1004","1005"
"185.32.44.222","elite","AS200154","AZ","Izone LLC","80","IZONE Network Broadband Services","4153","socks4","723","1","2023-02-24T17:08:13.560Z","100","1042","1042"
"177.105.68.82","elite","AS262637","BR","Netprimus Tecnologia Ltda","154","Netprimus Tecnologia Ltda","4153","socks4","402","1","2023-02-24T17:08:13.779Z","100","1105","1106"
"89.216.120.176","elite","AS31042","RS","Serbia Broadband","42","N/A","4153","socks4","970","1","2023-02-24T17:08:13.556Z","100","1118","1120"
"103.36.35.249","elite","AS131111","ID","PT Mora Telematika Indonesia","161","PT Tunas Sukses Mandiri","5678","socks4","429","1","2023-02-24T17:08:13.778Z","100","1110","1115"
"192.252.211.197","elite","AS46562","US","Performive LLC","131","Performive LLC","14921","socks4","340","1","2023-02-24T17:08:13.572Z","96","984","1026"
"45.232.226.137","elite","AS267278","BR","Allyson Diniz Melo - ME","215","HQV INFORMATICA LTDA","52104","socks4","934","1","2023-02-24T17:08:13.559Z","99","1111","1120"
"103.70.159.137","elite","AS133720","IN","speednet","163","N/A","5678","socks4","141","1","2023-02-24T17:08:13.782Z","99","996","1004"
"111.125.139.224","elite","AS45232","IN","Spacenet  Pvt Ltd","231","509 Jaina tower 1st District Center","4145","socks4","202","1","2023-02-24T17:08:13.781Z","77","864","1115"
"37.228.65.107","elite","AS35104","KZ","Jusan Mobile JSC","94","Jusan Mobile","51032","socks4","466","1","2023-02-24T17:08:13.561Z","96","1077","1121"
"197.234.13.56","elite","AS36902","SC","Intelvision","170","Intelvision Ltd","4145","socks4","152","1","2023-02-24T17:08:13.782Z","99","1022","1029"
"203.119.147.187","elite","AS37963","CN","Hangzhou Alibaba Advertising Co., Ltd.","177","Addresses CNNIC","80","socks5","965","1","2023-02-24T17:08:13.557Z","96","1017","1060"
"220.247.174.42","elite","AS9341","ID","PT Indonesia Comnets Plus","191","Iconpln","5678","socks4","986","1","2023-02-24T17:08:13.800Z","97","1084","1121"
"139.5.133.132","elite","AS138024","BD","Net Plus Online","209","Geotel Bangladesh IT Ltd","4145","socks4","700","1","2023-02-24T17:08:13.560Z","97","1086","1120"
"211.174.105.10","elite","AS4766","KR","Korea Telecom","229","Netropy","4153","socks4","933","1","2023-02-24T17:08:13.279Z","100","1107","1107"
"110.78.149.186","elite","AS131090","TH","CAT-BB","203","N/A","4145","socks4","117","1","2023-02-24T17:08:13.783Z","76","759","1003"
"117.242.237.164","elite","AS9829","IN","BSNL Internet","163","N/A","5678","socks5","474","1","2023-02-24T17:08:13.561Z","26","282","1079"
"36.255.211.1","elite","AS133269","IN","Fiberpipe communications pvt. ltd","126","Fiberpipe communications pvt. ltd.","55438","socks4","277","1","2023-02-24T17:08:13.779Z","99","1108","1120"
"85.132.8.219","elite","AS201167","AZ","Delta","91","N/A","4153","socks4","154","1","2023-02-24T17:08:13.782Z","100","1085","1089"
"45.7.177.186","elite","AS266626","BR","Litoral Telecom","199","Litoral Telecom","39867","socks4","252","1","2023-02-24T17:08:13.780Z","97","1059","1087"
"190.120.248.65","elite","AS264628","VE","CORPORACION FIBEX TELECOM, C.A.","147","TV Cable Litoral C.A","4145","socks4","106","1","2023-02-24T17:08:13.290Z","100","1118","1119"
"190.186.216.196","elite","AS25620","BO","Cotas Ltda.","213","Metales Del Oriente SRL","5678","socks4","126","1","2023-02-24T17:08:13.783Z","98","1099","1121"
"36.93.133.170","anonymous","AS7713","ID","Telekomunikasi Indonesia","174","HSI Indihome","8080","http","644","482","2023-02-24T17:08:12.213Z","98","983","1006"
"103.243.114.206","anonymous","AS132770","IN","Gazon Communications India Limited","169","TejRaj Y Max Services Pvt Ltd","8080","http","328","723","2023-02-24T17:08:12.610Z","98","984","1002"
"81.219.155.193","elite","AS12741","PL","Netia SA","30","SIG","65000","socks4","487","1","2023-02-24T17:08:12.972Z","100","1121","1121"
"184.178.172.26","elite","AS22773","US","Cox Communications Inc.","152","Cox Communications Inc.","4145","socks5","962","1","2023-02-24T17:08:12.618Z","100","1004","1005"
"177.200.2.96","elite","AS52775","BR","TecleNet Solucoes Tecnologicas","208","TecleNet Solucoes Tecnologicas","5678","socks4","220","1","2023-02-24T17:08:12.224Z","99","1004","1012"
"204.83.205.117","anonymous","AS803","CA","Saskatchewan Telecommunications","122","Saskatchewan Telecommunications","3128","http","193","692","2023-02-24T17:08:12.609Z","100","1004","1004"
"80.78.237.2","anonymous","AS39184","BG","UltraNET - Halil Network","50","UltraNET Ltd","55443","http","1059","740","2023-02-24T17:08:11.506Z","100","1022","1027"
"5.130.89.32","elite","AS31200","RU","Novotelecom Ltd.","95","Novotelecom ltd.","1080","socks5","979","1","2023-02-24T17:08:11.432Z","98","1046","1064"
"181.224.253.29","anonymous","AS262253","PE","Econocable Media SAC","196","Econocable Media SAC","8080","http","942","379","2023-02-24T17:08:11.940Z","99","990","999"
"188.43.20.173","elite","AS20485","RU","TRANSTELECOM","77","TTK PtP","4153","socks4","197","1","2023-02-24T17:08:11.747Z","100","1067","1072"
"103.85.103.17","elite","AS135788","IN","Vedant Broadband","199","N/A","5678","socks4","1124","1","2023-02-24T17:08:11.504Z","99","1092","1100"
"189.10.103.98","elite","AS8167","BR","V tal","235","Brasil Telecom Comunicacao Multimidia S.A","3128","socks5","211","1","2023-02-24T17:08:11.953Z","98","1051","1077"
"183.88.6.29","elite","AS45629","TH","Triple T Broadband Public Company Limited","155","Triple T Broadband Public Company Limited","4153","socks4","461","1","2023-02-24T17:08:11.932Z","93","1044","1120"
"200.212.2.125","elite","AS4230","BR","Claro S.A.","235","Claro S.A","61283","socks4","366","1","2023-02-24T17:08:11.935Z","99","1112","1121"
"72.167.55.195","elite","AS398101","US","GoDaddy.com, LLC","139","GoDaddy.com, LLC","28426","socks4","276","1","2023-02-24T17:08:11.751Z","100","1034","1034"
"187.87.198.250","elite","AS262687","BR","Screen Saver Informática LTDA","185","Screen Saver Informática LTDA","3629","socks4","305","1","2023-02-24T17:08:11.424Z","99","1111","1120"
"103.70.159.148","elite","AS133720","IN","speednet","167","N/A","5678","socks4","1004","1","2023-02-24T17:08:11.635Z","99","1110","1120"
"188.255.244.137","elite","AS52116","RS","Orion Telekom ISP IP Network in Subotica","33","Orion Telekom Tim d.o.o.Beograd","1080","socks4","488","1","2023-02-24T17:08:11.649Z","100","1121","1121"
"144.48.178.62","elite","AS134254","IN","Shah Infinite Solutions Pvt. Ltd.","140","Rute","83","socks4","269","1","2023-02-24T17:08:11.951Z","99","1114","1121"
"103.199.97.17","elite","AS45804","IN","New Shivam Cable Network","234","N/A","39825","socks4","392","1","2023-02-24T17:08:11.935Z","97","1058","1086"
"139.162.182.54","elite","AS63949","DE","Akamai Technologies, Inc.","11","Linode, LLC","11127","socks5","988","1","2023-02-24T17:08:11.431Z","99","992","1000"
"1.10.133.134","elite","AS23969","TH","TOT Public Company Limited","156","Shared Dynamic IP Address for Residential Broadband Services","4145","socks4","412","1","2023-02-24T17:08:11.750Z","57","596","1048"
"45.5.152.232","elite","AS265676","AR","Intersat S.A","288","Intersat S.A","37762","socks4","1088","1","2023-02-24T17:08:11.505Z","92","1033","1121"
"60.223.251.93","elite","AS4837","CN","China Unicom China169 Network","358","N/A","7302","socks5","713","1","2023-02-24T17:08:11.955Z","98","1005","1025"
"45.77.153.183","elite","AS20473","US","The Constant Company","84","Vultr Holdings, LLC","10284","socks4","447","1","2023-02-24T17:08:11.746Z","72","758","1053"
"5.9.154.177","elite","AS24940","DE","Hetzner Online GmbH","16","Hetzner","30000","socks5","470","1","2023-02-24T17:08:11.932Z","100","1020","1021"
"45.226.1.1","elite","AS266987","BR","Web - Link Telecomunicações e Engenharia","225","Web - Link Telecomunicações e Engenharia","4153","socks4","635","1","2023-02-24T17:08:11.743Z","100","1101","1105"
